Sample Date,Latitude,Longitude,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,nir,green,swir16,swir22,NDMI,MNDWI,pet
19-01-2012,-27.356667,27.286389,73.204,215.8,64,17184,9795.5,14071,10760.5,0.09960006399,-0.1791423124,171.7
20-01-2012,-23.658056,31.05,52.979,224.3,20,,,,,,,158.7
20-01-2012,-30.27402,30.69602,71.925,306.3,10,19287.5,11693.5,15770.5,12376,0.1003194706,-0.1484488785,130.7
20-01-2012,-27.671111,27.236944,153.419,401,28,16564.5,10351,13939.5,11303,0.08605428796,-0.1477326527,172.1
20-01-2012,-27.573056,24.746389,152.924,596,25,14661,9983,14568.5,11901.5,0.003164611095,-0.1867706657,207
20-01-2012,-27.902778,24.615556,179.515,893,50,,,,,,,204.3
22-01-2012,-28.760833,17.730278,146.493,516,10,,,,,,,239.2
23-01-2012,-27.044444,27.005,56.266,174.5,10,17361,9349,14166.5,10678,0.1013242407,-0.2048648764,170.3
24-01-2012,-29.161667,23.696389,78.547,248.1,10,9405,12171,7807,7710.5,0.09284220311,0.2184402843,204.3
24-01-2012,-27.01011111,26.69808333,114.978,597,186,12976.5,8980,10498,8892.5,0.1055826535,-0.07793407947,175.6
24-01-2012,-26.880278,26.965,216.816,711,178,16031.5,9174,13260,10295.5,0.09461789256,-0.1821342605,168.40001
24-01-2012,-27.273889,28.49,41.533,145.4,10,13047,9234.5,9295,8344.5,0.1679348313,-0.003265063817,151.8
24-01-2012,-27.4275,28.525833,34.594,132.7,10,19703,8626,11727,9089,0.2537702832,-0.1523608313,150.40001
24-06-2015,-25.73411,27.21422,10.739,28.6,20,12926,9484,14032,11881,-0.0410267824,-0.1934002381,194.2
07-07-2015,-25.73411,27.21422,10,30.6,20,12953,9480,14416.5,12152,-0.05347193043,-0.2065783692,194.2
24-01-2012,-27.3,28.586944,68.781,184.4,10,15112,9819.5,15586.5,12313,-0.01545678128,-0.2269936236,150.5
24-01-2012,-31.031389,28.883333,40.914,113.8,10,12670,10549,12993.5,10792,-0.01260545132,-0.1038334926,135.2
24-01-2012,-30.86013889,29.07125,39.581,96.5,10,13664.5,10641,14072,12104,-0.01469183206,-0.1388338122,135.8
24-01-2012,-33.31388889,19.07472222,32.337,323.2,14,,,,,,,206.90001
24-01-2012,-25.45963889,28.26430556,165.12,648,82,,,,,,,167
25-01-2012,-29.161667,23.696389,104.488,233,10,9405,12171,7807,7710.5,0.09284220311,0.2184402843,204.3
25-01-2012,-29.042222,24.6,173.53,629,10,11420.5,9696,9140.5,8469,0.1108895482,0.02949061662,203.3
25-01-2012,-29.028629,24.638389,121.25,196.1,10,15968.5,10507.5,14580,11991,0.04545231353,-0.1623318386,203
25-01-2012,-30.568333,29.422778,45.521,113.4,10,17098,9058.5,12119,9287.5,0.1704144847,-0.144516586,132.2
25-01-2012,-33.38056,19.30167,78.8,253.6,126,,,,,,,193.8
25-01-2012,-33.13083,18.86278,16.719,119.2,21,15896,11820.5,15414,13112.5,0.01539444267,-0.1319466118,209.40001
26-01-2012,-29.758889,30.935278,72.162,260.2,10,13305,8248,9981,8273,0.1427467148,-0.09506829777,130
26-01-2012,-29.161667,30.629722,52.907,119.8,10,14698,9461,14548,11814,0.005128906517,-0.2118788788,132
26-01-2012,-34.031944,22.053333,28.457,522,10,12169,8746,11378,9648,0.03359238969,-0.1307891075,148.5
26-01-2012,-34.039722,22.133333,34.961,380,10,18117,9429,13844,10264.5,0.1336941898,-0.1897048081,146.6
26-01-2012,-34.02861,22.22222,56.918,918,10,16422.5,9115.5,12400.5,9792.5,0.1395413385,-0.1526770775,143.1
27-01-2012,-30.398056,30.601944,47.414,216.9,10,13203.5,8293,9359,8075,0.1703933518,-0.06038975753,131
27-01-2012,-30.27402,30.69602,92.872,342,10,19287.5,11693.5,15770.5,12376,0.1003194706,-0.1484488785,130.7
27-01-2012,-25.447222,30.711667,51.743,116.9,10,16736,9197,13206,10443,0.1178945962,-0.1789492479,145
28-01-2012,-29.641944,30.6875,58.231,217.9,20,15379.5,9147.5,12698.5,9669,0.09548400883,-0.1625469193,133.90001
28-01-2012,-29.380556,30.2775,34.239,89,10,17376.5,10816,14248.5,11200.5,0.09890909091,-0.1369466776,128.5
30-01-2012,-25.127778,27.628889,176.633,601,163,14310,9767.5,16376,13148,-0.06732711986,-0.2527779372,176.6
30-01-2012,-25.20639,27.558,129.094,642,25,14911,9914,13081,10792.5,0.06537582166,-0.1377255925,177
30-01-2012,-24.69514,27.40906,139.76,648,161,14526.5,9570.5,12488,10229,0.07545947547,-0.1322619398,185
30-01-2012,-27.169444,29.233889,83.605,193.4,10,,,,,,,145.40001
30-01-2012,-26.861111,28.884722,95.363,587,155,,,,,,,151
30-01-2012,-26.970278,27.211111,116.444,564,81,8467,8500,7797.5,7608,0.0411632697,0.04310477067,166.2
30-01-2012,-26.73806,27.59194,119.951,585,188,17869.5,13448,17045,15709,0.02361483051,-0.1179614994,161.40001
30-01-2012,-26.45,28.085833,114.46,623,13,18074,9575,12950,10085,0.1651624549,-0.1498335183,155.90001
31-01-2012,-27.00222,28.76528,96.798,255.9,10,16027,10403,13556,10495,0.08352770172,-0.1315998164,150.40001
31-01-2012,-27.273889,28.49,42.141,106.6,10,13047,9234.5,9295,8344.5,0.1679348313,-0.003265063817,151.8
31-01-2012,-26.98472222,26.63227778,156.804,1102,18,14590,9631,14401,11845.5,0.006519264599,-0.1984853529,174.1
31-01-2012,-29.160278,26.573333,213.5,577,75,14935,9484,12885,10651,0.07368799425,-0.1520407707,181.7
31-01-2012,-33.818056,19.694722,5.695,135.1,10,14750.5,10329,15506.5,12457.5,-0.02498595366,-0.2004025469,199.7
01-02-2012,-27.3,28.586944,34.883,151.6,10,15112,9819.5,15586.5,12313,-0.01545678128,-0.2269936236,150.5
01-02-2012,-28.69485,28.23487,128.3695,253.6,19,14790,9105.5,12290,10327,0.09231905465,-0.1488397093,148.40001
01-02-2012,-29.615556,27.065278,80.947,205.6,10,14616.5,10005,11860,10265.5,0.1041111929,-0.08483878344,169.8
01-02-2012,-28.883333,27.89,95.4655,204.7,11,15660.5,9752,13028.5,10710.5,0.0917424797,-0.1438291521,152.8
01-02-2012,-34.075556,20.145556,16.611,181,10,16015.5,11056,17648.5,14299,-0.04850879278,-0.2296678221,183
02-02-2012,-24.925278,29.324444,154.041,948,10,15322,9272.5,13207,10527,0.07413509061,-0.1750261349,168
02-02-2012,-30.336111,27.359444,72.231,165.4,10,10272,9388,8117,7866,0.1171896242,0.07260782634,164.1
03-02-2012,-27.573056,24.746389,174.981,912,89,14661,9983,14568.5,11901.5,0.003164611095,-0.1867706657,207
03-02-2012,-27.902778,24.615556,184.486,1132,10,,,,,,,204.3
03-02-2012,-29.658056,25.973333,324.191,803,10,13886,9781.5,13460.5,11307,0.01555957801,-0.1582910249,179.1
03-02-2012,-31.000833,26.353056,248.22,623,177,14294,9660,12876,10792,0.05218991535,-0.1427050053,167.3
03-02-2012,-30.679722,26.7125,75.417,171.6,10,15662,11028.5,8930,8465,0.2737475602,0.1051431721,170.8
05-02-2012,-28.760833,17.730278,141.921,442,10,,,,,,,239.2
06-02-2012,-25.99136,27.84208,111.802,318.9,12,16830,9263.5,12924.5,10153.5,0.1312574569,-0.1649990986,158.8
06-02-2012,-29.987778,29.851667,40.497,101.1,10,,,,,,,129.90001
06-02-2012,-26.45,28.085833,110.748,609,13,18074,9575,12950,10085,0.1651624549,-0.1498335183,155.90001
06-02-2012,-27.398611,26.614722,269.183,779,162,15336,9428,12456.5,10224,0.1036070882,-0.1383856154,182.6
06-02-2012,-27.671111,27.236944,207.795,435,123,14220,9758,13003,10886.5,0.04470484517,-0.1425684285,172.1
06-02-2012,-29.042222,24.6,111.791,428,10,11420.5,9696,9140.5,8469,0.1108895482,0.02949061662,203.3
06-02-2012,-27.356667,27.286389,90.3,245,172,,,,,,,171.7
07-02-2012,-27.01011111,26.69808333,125.813,605,186,12976.5,8980,10498,8892.5,0.1055826535,-0.07793407947,175.6
07-02-2012,-30.830556,26.921389,77.505,165,23,12802,9180,10111,8709.5,0.1174442456,-0.04826084703,167
07-02-2012,-30.733889,29.828333,31.764,82.2,10,16530,9293.5,13585,10267.5,0.09779179811,-0.1875778569,127.4
07-02-2012,-29.380556,30.2775,26.224,71.7,10,17376.5,10816,14248.5,11200.5,0.09890909091,-0.1369466776,128.5
07-02-2012,-26.98472222,26.63227778,156.759,968,18,14590,9631,14401,11845.5,0.006519264599,-0.1984853529,174.1
07-02-2012,-25.45963889,28.26430556,157.425,517,82,,,,,,,167
07-02-2012,-25.57877778,29.12747222,57.39,261.9,13,13402,10065.5,12941,10780,0.0174999051,-0.1249864169,161.7
07-02-2012,-27.4,26.624722,260.498,784,10,14931.5,9392,12414,10009,0.09206267942,-0.1385857104,182.6
08-02-2012,-25.81048333,27.90955222,106.16,628,10,,,,,,,163.5
08-02-2012,-27.937778,31.209444,46.431,192.5,10,15252.5,8848,12188,9680,0.1116779942,-0.1587754326,145.2
08-02-2012,-30.398056,30.601944,47.678,218.5,10,13203.5,8293,9359,8075,0.1703933518,-0.06038975753,131
08-02-2012,-30.27402,30.69602,107.843,490,10,19287.5,11693.5,15770.5,12376,0.1003194706,-0.1484488785,130.7
08-02-2012,-27.00222,28.76528,104.026,226.1,14,16027,10403,13556,10495,0.08352770172,-0.1315998164,150.40001
08-02-2012,-27.02314,28.59389,88.654,251,10,18277,13636,14710.5,12313,0.1081167109,-0.03790591431,152
08-02-2012,-26.648056,27.089444,238.047,639,10,15263.5,9515,15357.5,11707.5,-0.003069788707,-0.2348979797,165.40001
08-02-2012,-26.970278,27.211111,139.355,588,81,8467,8500,7797.5,7608,0.0411632697,0.04310477067,166.2
08-02-2012,-26.880278,26.965,240.591,735,178,16031.5,9174,13260,10295.5,0.09461789256,-0.1821342605,168.40001
08-02-2012,-27.273889,28.49,48.053,122.7,21,13047,9234.5,9295,8344.5,0.1679348313,-0.003265063817,151.8
08-02-2012,-27.4275,28.525833,44.516,115.7,16,19703,8626,11727,9089,0.2537702832,-0.1523608313,150.40001
08-02-2012,-27.3,28.586944,47.74,148.9,10,15112,9819.5,15586.5,12313,-0.01545678128,-0.2269936236,150.5
08-02-2012,-27.044444,27.005,77.287,200.9,111,17361,9349,14166.5,10678,0.1013242407,-0.2048648764,170.3
08-02-2012,-29.028629,24.638389,104.44,390,62,15968.5,10507.5,14580,11991,0.04545231353,-0.1623318386,203
08-02-2012,-34.329722,18.990278,6.528,114.6,10,10031,8608.5,10072,9339.5,-0.002039496593,-0.07834372742,163
09-02-2012,-27.5275,30.858056,36.673,94.7,31,16016,9511.5,14108,11021,0.0633382021,-0.1946061517,139.7
09-02-2012,-30.13573889,30.67422222,32.878,76.3,10,12767,10331,9905,8509,0.1262350035,0.02105159122,132
10-02-2012,-29.803611,30.516111,77.027,245.5,10,15330,9468.5,14758,11907.5,0.01901090136,-0.218335294,128.90001
12-02-2012,-28.44555556,32.325,91.351,233,10,17686,10500.5,14681.5,11617.5,0.09282459257,-0.1660312922,142.2
12-02-2012,-29.161667,30.629722,64.652,140.8,10,14698,9461,14548,11814,0.005128906517,-0.2118788788,132
13-02-2012,-26.73806,27.59194,113.608,762,188,17869.5,13448,17045,15709,0.02361483051,-0.1179614994,161.40001
13-02-2012,-31.396,29.2651,36.299,88.6,10,,,,,,,131.90001
13-02-2012,-31.554722,29.245556,84.153,208.2,10,,,,,,,122.9
14-02-2012,-25.127778,27.628889,192.076,629,163,14310,9767.5,16376,13148,-0.06732711986,-0.2527779372,176.6
14-02-2012,-25.20639,27.558,140.539,663,18,14911,9914,13081,10792.5,0.06537582166,-0.1377255925,177
14-02-2012,-27.169444,29.233889,85.369,212.7,10,,,,,,,145.40001
14-02-2012,-30.568333,29.422778,55.707,117.9,35,17098,9058.5,12119,9287.5,0.1704144847,-0.144516586,132.2
14-02-2012,-30.570833,29.150556,41.039,95.9,10,14234.5,10459,15896,13740,-0.05514345929,-0.2062986151,133.40001
14-02-2012,-31.104278,29.399722,75.201,151.3,10,12751.5,9067.5,11283,9569,0.06109966923,-0.108867104,130.3
14-02-2012,-32.595833,19.009444,5,71.7,10,15486,10553,15740,13162,-0.008134247102,-0.1972768417,213.8
15-02-2012,-28.141944,26.417778,252.863,598,60,15461,9229.5,14168.5,11374.5,0.04362206585,-0.2110864176,184.3
15-02-2012,-28.1175,26.719444,185.164,1295,50,14098,9904.5,12943,11318,0.04271291742,-0.1329904804,179.40001
15-02-2012,-31.031389,28.883333,36.113,83.6,10,12670,10549,12993.5,10792,-0.01260545132,-0.1038334926,135.2
15-02-2012,-30.86013889,29.07125,43.234,97.5,10,13664.5,10641,14072,12104,-0.01469183206,-0.1388338122,135.8
15-02-2012,-30.77586667,29.03221667,40.764,101.8,10,15431.5,10891,17273,14311,-0.05630723601,-0.226601335,136.3
16-02-2012,-24.69514,27.40906,162.789,729,185,14526.5,9570.5,12488,10229,0.07545947547,-0.1322619398,185
16-02-2012,-27.398611,26.614722,269.187,798,162,15336,9428,12456.5,10224,0.1036070882,-0.1383856154,182.6
16-02-2012,-27.671111,27.236944,179.087,576,24,14220,9758,13003,10886.5,0.04470484517,-0.1425684285,172.1
16-02-2012,-28.376944,24.303056,177.941,1494,21,12961,9795,11446,9593,0.06207235629,-0.07772703733,204.3
16-02-2012,-29.615556,27.065278,130.306,630,154,14616.5,10005,11860,10265.5,0.1041111929,-0.08483878344,169.8
16-02-2012,-27.356667,27.286389,86.511,240.7,136,,,,,,,171.7
16-02-2012,-27.4,26.624722,249.166,618,10,14931.5,9392,12414,10009,0.09206267942,-0.1385857104,182.6
17-02-2012,-22.43772222,31.07805556,30.186,160.6,10,11215,8807,10067,9070,0.05394229866,-0.06675850376,183.3
17-02-2012,-27.902778,24.615556,174.221,979,53,15901.5,9702,14329.5,11291.5,0.05199960306,-0.1925597653,204.3
17-02-2012,-34.250556,20.9925,59.85,1075,10,5666,4549,5163.5,4309,0.04640103421,-0.06326898327,174.5
19-02-2012,-28.760833,17.730278,145.48,425,25,8150,9726,7721,7752,0.02703043286,0.1149194704,239.2
20-02-2012,-27.01011111,26.69808333,131.542,682,186,12976.5,8980,10498,8892.5,0.1055826535,-0.07793407947,175.6
20-02-2012,-26.45,28.085833,110.571,560,13,15667,9794,14180.5,10960,0.04980316609,-0.1829652339,155.90001
20-02-2012,-26.98472222,26.63227778,140.337,996,18,14590,9631,14401,11845.5,0.006519264599,-0.1984853529,174.1
20-02-2012,-33.501667,21.624167,216.263,839,10,15292.5,9534.5,11401,9240,0.1457845543,-0.08915478493,175.2
20-02-2012,-33.31388889,19.07472222,26.148,202.5,10,13345,9537.5,13261.5,11148.5,0.003138330859,-0.1633404974,206.90001
21-02-2012,-24.679167,30.8025,55.035,202.3,10,13650,9645,15259.5,13099,-0.05567374047,-0.2254411853,144.5
21-02-2012,-30.830556,26.921389,80.516,216.3,10,12802,9180,10111,8709.5,0.1174442456,-0.04826084703,167
21-02-2012,-24.670833,28.560833,5,88.5,10,17102.5,9864.5,14787.5,11343,0.07259328943,-0.1996998215,167.7
21-02-2012,-28.735556,29.820556,35.417,77.9,10,15933.5,9301.5,11934,9097,0.1435184355,-0.1239669421,148.3
21-02-2012,-26.648056,27.089444,229.971,661,30,15263.5,9515,15357.5,11707.5,-0.003069788707,-0.2348979797,165.40001
21-02-2012,-26.970278,27.211111,129.388,625,81,8467,8500,7797.5,7608,0.0411632697,0.04310477067,166.2
21-02-2012,-26.880278,26.965,237.031,732,178,16031.5,9174,13260,10295.5,0.09461789256,-0.1821342605,168.40001
21-02-2012,-27.044444,27.005,77.46,231.2,15,17361,9349,14166.5,10678,0.1013242407,-0.2048648764,170.3
21-02-2012,-25.45963889,28.26430556,151.859,494,82,,,,,,,167
21-02-2012,-28.068333,31.55,42.782,122.2,10,15309,9404,14606,12080,0.02349991643,-0.2166597251,149.6
22-02-2012,-29.161667,23.696389,105.31,246.35,11.5,7948,9684,7690,7579.5,0.01649827344,0.1147691953,204.3
22-02-2012,-29.641944,30.6875,63.6,310.7,24,15379.5,9147.5,12698.5,9669,0.09548400883,-0.1625469193,133.90001
22-02-2012,-27.38972222,26.46388889,116.007,647,85,9688,9523,9217,8813,0.0249140439,0.01632870864,184.3
22-02-2012,-30.679722,26.7125,67.564,142.1,10,,,,,,,170.8
22-02-2012,-29.1825,23.575556,102.987,247.8,10,,,,,,,208.8
23-02-2012,-28.7115,24.07288889,153.138,784,21,,,,,,,204.8
23-02-2012,-27.602222,29.942778,77.479,178.4,10,15347,9419,13723,11019,0.05586515308,-0.1859821969,152.6
23-02-2012,-28.75,30.442778,61.897,136.8,10,14265,11007.5,14504,12171,-0.008307553269,-0.1370558376,152.1
23-02-2012,-29.380556,30.2775,40.009,103.1,10,17376.5,10816,14248.5,11200.5,0.09890909091,-0.1369466776,128.5
23-02-2012,-27.398611,26.614722,205.953,722,162,15336,9428,12456.5,10224,0.1036070882,-0.1383856154,182.6
24-02-2012,-29.758889,30.935278,59.319,237.5,10,13305,8248,9981,8273,0.1427467148,-0.09506829777,130
24-02-2012,-27.573056,24.746389,159.188,686,10,15231,9507.5,13418.5,11189.5,0.0632646294,-0.1705923406,207
24-02-2012,-34.031944,22.053333,32.575,483,10,12169,8746,11378,9648,0.03359238969,-0.1307891075,148.5
24-02-2012,-34.039722,22.133333,41.703,420,10,18117,9429,13844,10264.5,0.1336941898,-0.1897048081,146.6
25-02-2012,-30.398056,30.601944,78.691,281.1,10,13203.5,8293,9359,8075,0.1703933518,-0.06038975753,131
25-02-2012,-30.27402,30.69602,130.72,550,55,19287.5,11693.5,15770.5,12376,0.1003194706,-0.1484488785,130.7
27-02-2012,-27.169444,29.233889,126.328,258.4,10,,,,,,,145.40001
27-02-2012,-26.861111,28.884722,156.509,810,157,16663,9699.5,14935.5,11538.5,0.05467031663,-0.2125431297,151
27-02-2012,-26.73806,27.59194,121.375,774,188,10416.5,9395,8567,8012,0.09742671267,0.04609731656,161.40001
28-02-2012,-25.127778,27.628889,199.466,622,163,14310,9767.5,16376,13148,-0.06732711986,-0.2527779372,176.6
28-02-2012,-25.20639,27.558,148.357,650,125,14911,9914,13081,10792.5,0.06537582166,-0.1377255925,177
28-02-2012,-24.69514,27.40906,180.495,701,185,14526.5,9570.5,12488,10229,0.07545947547,-0.1322619398,185
28-02-2012,-27.00222,28.76528,130.455,423,12,,,,,,,150.40001
28-02-2012,-33.818056,19.694722,8.724,157,16,,,,,,,199.7
29-02-2012,-29.161667,23.696389,89.454,240.1,10,7948,9684,7690,7579.5,0.01649827344,0.1147691953,204.3
29-02-2012,-22.769722,30.886944,45.943,156.1,10,14372,9247,14209,11909,0.005703089465,-0.2115450205,169.40001
29-02-2012,-23.281,30.54305556,157.428,394,10,13499,9665,13532.5,11572,-0.001239294897,-0.1667205518,162.7
29-02-2012,-26.905,32.324722,150.581,544,29,18242.5,8355,11325,8746,0.2339562019,-0.1509146341,149
29-02-2012,-28.69485,28.23487,115.605,217,10,14539,9651,12643,10601.5,0.06975204179,-0.134206513,148.40001
29-02-2012,-28.883333,27.89,95.962,189.5,10,13025.5,9792,11714.5,10125,0.05299110752,-0.08939157929,152.8
29-02-2012,-34.075556,20.145556,17.178,291.5,10,16015.5,11056,17648.5,14299,-0.04850879278,-0.2296678221,183
01-03-2012,-24.925278,29.324444,222.22,1207,10,15322,9272.5,13207,10527,0.07413509061,-0.1750261349,168
01-03-2012,-27.573056,24.746389,194.703,821,10,15231,9507.5,13418.5,11189.5,0.0632646294,-0.1705923406,207
01-03-2012,-30.160091,27.40124,74.714,159.3,10,15093,9850.5,15030.5,12009,0.002074792106,-0.2081909891,163.2
01-03-2012,-30.336111,27.359444,68.171,149.4,10,10272,9388,8117,7866,0.1171896242,0.07260782634,164.1
01-03-2012,-29.615556,27.065278,73.409,220.1,10,14616.5,10005,11860,10265.5,0.1041111929,-0.08483878344,169.8
02-03-2012,-30.830556,26.921389,106.627,254.2,13,12802,9180,10111,8709.5,0.1174442456,-0.04826084703,167
02-03-2012,-23.658056,31.05,56.952,232.4,24,13753,9629,13638,11794.5,0.004198459348,-0.1723041217,158.7
02-03-2012,-27.902778,24.615556,212.503,884,33,15901.5,9702,14329.5,11291.5,0.05199960306,-0.1925597653,204.3
02-03-2012,-29.658056,25.973333,345.221,819,23,13308,9732,13236,10611.5,0.002712477396,-0.1525600836,179.1
02-03-2012,-29.028629,24.638389,152.641,531,12,15248,9962.5,12854,11090.5,0.08518966622,-0.1267284641,203
02-03-2012,-31.000833,26.353056,189.093,410,177,13331,9616,12679,10668,0.02506728181,-0.1373850639,167.3
02-03-2012,-30.679722,26.7125,93.68,186.9,10,,,,,,,170.8
04-03-2012,-28.760833,17.730278,138.367,415,10,,,,,,,239.2
05-03-2012,-25.99136,27.84208,108.233,412,10,14292.5,9004.5,12841.5,10173.5,0.05347534459,-0.1756385608,158.8
05-03-2012,-24.058889,31.237222,152.986,450,52,,,,,,,153.7
05-03-2012,-29.987778,29.851667,39.936,97.7,10,18244.5,9125,13780,10285.5,0.1394088901,-0.2032307356,129.90001
05-03-2012,-29.744167,29.905833,34.121,102,10,14908.5,9449,12442.5,9817,0.09016123725,-0.1367425713,134.7
05-03-2012,-26.861111,28.884722,161.451,811,160,16663,9699.5,14935.5,11538.5,0.05467031663,-0.2125431297,151
05-03-2012,-26.45,28.085833,136.752,627,137,15667,9794,14180.5,10960,0.04980316609,-0.1829652339,155.90001
05-03-2012,-28.768056,20.720556,114.447,398,26,5005.5,5127,4312.5,4248,0.07437218287,0.08628634991,243.1
06-03-2012,-30.733889,29.828333,35.998,89.1,10,7806,4756.5,7177.5,5654.5,0.04194614075,-0.2028657617,127.4
06-03-2012,-29.380556,30.2775,28.407,79.3,10,17376.5,10816,14248.5,11200.5,0.09890909091,-0.1369466776,128.5
06-03-2012,-27.398611,26.614722,241.657,734,10,17806,12980,15105.5,12580,0.08205338559,-0.07567962116,182.6
06-03-2012,-27.671111,27.236944,178.686,463,102,14319.5,9754,13749.5,11383,0.02030710036,-0.169995958,172.1
06-03-2012,-29.042222,24.6,116.017,505,10,10772.5,9745,9195.5,8150,0.07897636218,0.0290119057,203.3
06-03-2012,-30.336111,27.359444,91.65,172.2,10,10272,9388,8117,7866,0.1171896242,0.07260782634,164.1
06-03-2012,-27.4,26.624722,245.877,762,10,11631.5,9537,10499.5,9383.5,0.05114997063,-0.04803733187,182.6
07-03-2012,-29.161667,23.696389,108.381,328.7,12,8173,9889.5,7718,7624,0.02863255931,0.1233281272,204.3
18-10-2011,-24.925278,29.324444,245.461,1431,11,14001.5,10522,16654,13822,-0.08652607199,-0.2256402708,177.1
07-03-2012,-28.7115,24.07288889,148.847,827,20,13500.5,10482.5,12957.5,11144.5,0.0205230932,-0.1055887372,204.8
07-03-2012,-25.81048333,27.90955222,163.042,585,10,,,,,,,163.5
07-03-2012,-27.937778,31.209444,43.528,161.1,10,15252.5,8848,12188,9680,0.1116779942,-0.1587754326,145.2
07-03-2012,-28.404444,30.013056,66.746,216.3,10,,,,,,,150.2
07-03-2012,-30.398056,30.601944,54.121,290.7,10,17659,8851.5,11621,9216,0.206215847,-0.1352790328,131
07-06-2012,-24.925278,29.324444,253.813,1417,10,12900,9519,14742,12501.5,-0.0666377252,-0.2152837888,168
09-08-2012,-24.925278,29.324444,258.519,1417,10,12627,9446.5,15095,12778,-0.08902676575,-0.2301611556,166.8
05-10-2012,-24.925278,29.324444,249.621,1295,28,,,,,,,166.8
07-03-2012,-30.27402,30.69602,128.964,540,10,16233.5,9625,13917,11372,0.07683123,-0.1823124628,130.7
07-03-2012,-27.02314,28.59389,116.85,343.9,60,13440,11389,11721,10419.5,0.06832001908,-0.01436607529,152
07-03-2012,-27.273889,28.49,46.714,169.4,11,,,,,,,151.8
02-07-2013,-24.925278,29.324444,254.345,1469,12,13111,9779.5,15341,12837,-0.07837761845,-0.2213928863,154.1
22-08-2013,-24.925278,29.324444,247.256,922,16,13725,9920.5,16301,13890.5,-0.08579231333,-0.2433308545,172.3
16-09-2013,-24.925278,29.324444,210.138,922,11,,,,,,,172.3
07-03-2012,-27.4275,28.525833,39.623,140.5,10,13163,9480,13578,11016.5,-0.01551924012,-0.1777257351,150.40001
20-01-2014,-24.925278,29.324444,242.933,1459.22,10,16909.5,9435.5,14502,11633,0.0766439043,-0.2116553525,161.90001
07-03-2012,-27.3,28.586944,73.447,249.2,18,15202,10672,16623.5,13632.5,-0.04466544123,-0.2180396036,150.5
07-03-2012,-29.1825,23.575556,95.233,302.8,10,10382,9551.5,9460.5,8448,0.04644072068,0.004786450663,208.8
10-06-2014,-24.925278,29.324444,243.884,500,20,13975.5,9277,15172,12529.5,-0.04104983275,-0.241114156,161.90001
18-07-2014,-24.925278,29.324444,255.278,500,20,13993,9940.5,16105,13229.5,-0.07017077547,-0.2366819604,173
07-03-2012,-34.329722,18.990278,10.865,123.5,10,10031,8608.5,10072,9339.5,-0.002039496593,-0.07834372742,163
05-09-2014,-24.925278,29.324444,288.275,500,20,14557,10103.5,16555.5,13872,-0.06423463238,-0.2420195806,173
07-03-2012,-28.058889,30.373611,109.3,427,12,,,,,,,147.1
08-03-2012,-27.5275,30.858056,31.983,85.4,10,16016,9511.5,14108,11021,0.0633382021,-0.1946061517,139.7
08-03-2012,-27.38972222,26.46388889,137.219,772,85,10675,10507.5,10415.5,9625.5,0.01230411797,0.004397074989,184.3
08-03-2012,-27.398611,26.614722,222.862,779,10,17806,12980,15105.5,12580,0.08205338559,-0.07567962116,182.6
08-03-2012,-30.679722,26.7125,82.592,180.1,10,11657.5,9968.5,8662.5,8038,0.1473917323,0.07009822339,170.8
09-03-2012,-29.803611,30.516111,83.573,293.3,10,15451.5,9566,14838.5,12144,0.02023770221,-0.216046221,128.90001
12-03-2012,-27.01011111,26.69808333,126.551,691,10,12422.5,9563,10443,8906.5,0.08657147231,-0.04398680396,175.6
12-03-2012,-32.595833,19.009444,5,125.4,10,15213,10443,15447.5,12938,-0.007648277099,-0.1932948379,213.8
13-03-2012,-25.127778,27.628889,185.431,620,163,14310,9767.5,16376,13148,-0.06732711986,-0.2527779372,176.6
13-03-2012,-25.20639,27.558,127.107,643,63,14911,9914,13081,10792.5,0.06537582166,-0.1377255925,177
13-03-2012,-24.69514,27.40906,161.812,729,113,14526.5,9570.5,12488,10229,0.07545947547,-0.1322619398,185
13-03-2012,-28.747778,31.745833,106.743,569,10,17472,9339,14076,10629.5,0.1076454926,-0.202306214,147.8
13-03-2012,-27.169444,29.233889,120.578,284.7,10,,,,,,,145.40001
13-03-2012,-27.00222,28.76528,144.574,324.6,18,,,,,,,150.40001
13-03-2012,-26.648056,27.089444,231.895,658,10,15263.5,9515,15357.5,11707.5,-0.003069788707,-0.2348979797,165.40001
13-03-2012,-26.970278,27.211111,129.657,644,81,8591,8804.5,7894,7733,0.04228086139,0.05452585562,166.2
13-03-2012,-26.880278,26.965,241.073,805,10,16637,9434,13780,10487,0.09392773778,-0.1872146119,168.40001
13-03-2012,-26.98472222,26.63227778,151.47,920,18,14846.5,9941.5,15989.5,13078,-0.03706706447,-0.2332343527,174.1
13-03-2012,-31.104278,29.399722,85.338,222.8,10,12751.5,9067.5,11283,9569,0.06109966923,-0.108867104,130.3
13-03-2012,-31.396,29.2651,48.68,151.4,10,,,,,,,131.90001
13-03-2012,-33.501667,21.624167,102.057,619,44,15544.5,9961.5,11148,9020.5,0.164709188,-0.05620692105,175.2
14-03-2012,-29.161667,23.696389,87.293,298.8,10,8053.5,9557,7709.5,7641,0.02182325699,0.1069991023,204.3
14-03-2012,-28.801278,31.955389,89.301,502,10,,,,,,,146.8
14-03-2012,-28.141944,26.417778,301.329,705,64,14562,9259,14340.5,11674.5,0.007663696912,-0.2153223585,184.3
